DNI
0
0
0
0
1
109
113
107
569
56
101
23
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
12
0
0
10
61
412
62
57
220
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
90
249
364
50
36
31
422
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
505
0
109
562
0
340
35
0
0
0
0
0
0
0
0
0
0
0
0
0
63
414
599
682
744
762
734
688
578
368
28
0
0
0
0
0
0
0
0
0
0
0
0
0
38
327
58
44
1
105
64
628
1
0
75
0
0
0
0
0
0
0
0
0
0
0
0
0
305
700
852
913
942
948
913
871
788
609
174
0
0
0
0
0
0
0
0
0
0
0
0
0
109
507
689
778
822
837
829
786
697
514
112
0
0
0
0
0
0
0
0
0
0
0
0
0
148
523
690
269
39
105
829
90
667
461
84
0
0
0
0
0
0
0
0
0
0
0
0
0
105
477
659
726
782
802
783
742
651
466
98
0
0
0
0
0
0
0
0
0
0
0
0
0
105
485
672
790
835
850
836
798
713
546
163
0
0
0
0
0
0
0
0
0
0
0
0
0
125
514
695
797
840
854
819
767
673
493
122
0
0
0
0
0
0
0
0
0
0
0
0
0
138
538
722
749
803
820
801
756
664
466
103
0
0
0
0
0
0
0
0
0
0
0
0
0
120
522
708
815
856
868
892
843
748
564
168
0
0
0
0
0
0
0
0
0
0
0
0
0
52
375
537
0
356
532
547
462
7
166
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
25
251
232
360
239
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
101
172
89
457
468
402
296
141
3
0
0
0
0
0
0
0
0
0
0
0
0
0
14
269
433
497
507
488
167
47
19
9
15
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
44
71
69
59
11
3
6
4
27
0
0
0
0
0
0
0
0
0
0
0
0
0
26
312
499
611
237
98
59
35
18
8
15
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
380
546
626
670
635
614
519
327
38
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
8
132
876
883
909
853
757
579
208
0
0
0
0
0
0
0
0
0
0
0
0
0
9
560
738
825
867
878
900
848
758
590
231
0
0
0
0
0
0
0
0
0
0
0
0
0
170
579
751
864
903
913
878
824
727
549
196
0
0
0
0
0
0
0
0
0
0
0
0
0
77
439
629
722
770
784
769
726
635
466
134
0
0
0
0
0
0
0
0
0
0
0
0
0
30
341
551
690
757
784
775
739
651
479
137
0
0
0
0
0
0
0
0
0
0
0
0
0
81
451
632
721
765
778
803
756
665
490
146
0
0
0
0
0
0
0
0
0
0
0
0
0
53
390
570
717
743
730
726
623
463
246
23
0
0
0
0
0
0
0
0
0
0
0
0
0
4
194
392
482
549
570
606
542
432
305
50
0
0
0
0
0
0
0
0
0
0
0
0
0
14
276
485
720
774
791
734
682
585
405
99
0
0
0
0
0
0
0
0
0
0
0
0
0
28
310
499
600
652
671
625
589
511
355
84
0
0
0
0
0
0
0
0
0
0
0
0
0
111
499
677
766
801
805
787
764
691
535
200
0
0
0
0
0
0
0
0
0
0
0
0
0
39
368
567
546
615
652
649
622
556
418
142
0
0
0
0
0
0
0
0
0
0
0
0
0
69
409
599
698
752
769
795
752
660
485
151
0
0
0
0
0
0
0
0
0
0
0
0
0
104
483
670
775
827
848
826
787
703
549
223
0
0
0
0
0
0
0
0
0
0
0
0
0
175
543
696
765
779
768
788
710
573
375
67
0
0
0
0
0
0
0
0
0
0
0
0
0
82
459
651
772
827
838
821
764
664
496
190
0
0
0
0
0
0
0
0
0
0
0
0
0
173
543
700
776
815
824
843
795
713
560
256
0
0
0
0
0
0
0
0
0
0
0
0
0
155
513
675
781
816
822
843
804
725
581
280
0
0
0
0
0
0
0
0
0
0
0
0
0
253
634
795
880
925
943
935
905
840
710
414
0
0
0
0
0
0
0
0
0
0
0
0
0
316
675
825
899
936
953
947
919
858
737
454
0
0
0
0
0
0
0
0
0
0
0
0
0
238
604
758
830
870
881
846
805
724
571
256
0
0
0
0
0
0
0
0
0
0
0
0
0
171
530
694
784
823
835
797
753
665
493
174
0
0
0
0
0
0
0
0
0
0
0
0
0
39
304
477
623
680
702
749
699
602
438
159
0
0
0
0
0
0
0
0
0
0
0
0
0
144
504
688
779
813
803
768
698
592
469
177
0
0
0
0
0
0
0
0
0
0
0
0
0
91
406
584
735
781
799
785
743
655
492
190
