7,6,5,4,3,2,1,8,Hour
952.39,3333.37,4571.47,0,0,0,0,0,1
929.89,3254.63,4463.49,0,0,0,0,0,2
911.15,3189.01,4373.5,0,0,0,0,0,3
887.4,3105.89,4259.51,0,0,0,0,0,4
861.15,3014.03,4133.52,0,0,0,0,0,5
864.9,3027.15,4151.52,0,0,0,0,0,6
816.16,2856.55,3917.55,0,0,0,0,0,7
842.4,2948.41,4043.53,0,0,0,0,0,8
896.15,3136.51,4301.5,0,0,0,0,0,9
934.89,3272.12,4487.48,0,0,0,0,0,10
974.89,3412.11,4679.46,0,0,0,0,0,11
1009.88,3534.59,4847.44,0,0,0,0,0,12
1002.38,3508.35,4811.45,0,0,0,0,0,13
972.39,3403.36,4667.46,0,0,0,0,0,14
956.14,3346.49,4589.47,0,0,0,0,0,15
942.39,3298.37,4523.48,0,0,0,0,0,16
932.39,3263.37,4475.48,0,0,0,0,0,17
1012.38,3543.34,4859.44,0,0,0,0,0,18
1008.63,3530.22,4841.44,0,0,0,0,0,19
1001.13,3503.97,4805.45,0,0,0,0,0,20
988.64,3460.23,4745.45,0,0,0,0,0,21
992.39,3473.35,4763.45,0,0,0,0,0,22
978.64,3425.23,4697.46,0,0,0,0,0,23
943.64,3302.74,4529.48,0,0,0,0,0,24
897.4,3140.89,4307.5,0,0,0,0,0,25
869.9,3044.65,4175.52,0,0,0,0,0,26
844.9,2957.16,4055.53,0,0,0,0,0,27
821.16,2874.04,3941.55,0,0,0,0,0,28
809.78,2834.24,3886.95,0,0,0,0,0,29
837.4,2930.91,4019.54,0,0,0,0,0,30
838.65,2935.29,4025.54,0,0,0,0,0,31
897.4,3140.89,4307.5,0,0,0,0,0,32
978.64,3425.23,4697.46,0,0,0,0,0,33
1043.63,3652.7,5009.42,0,0,0,0,0,34
1096.12,3836.43,5261.39,0,0,0,0,0,35
1098.62,3845.18,5273.39,0,0,0,0,0,36
1086.12,3801.44,5213.4,0,0,0,0,0,37
1072.38,3753.32,5147.41,0,0,0,0,0,38
1081.13,3783.94,5189.4,0,0,0,0,0,39
1081.13,3783.94,5189.4,0,0,0,0,0,40
1063.63,3722.7,5105.41,0,0,0,0,0,41
1169.87,4094.53,5615.35,0,0,0,0,0,42
1154.87,4042.03,5543.36,0,0,0,0,0,43
1133.62,3967.67,5441.37,0,0,0,0,0,44
1108.62,3880.18,5321.39,0,0,0,0,0,45
1094.87,3832.06,5255.39,0,0,0,0,0,46
1061.13,3713.95,5093.41,0,0,0,0,0,47
1006.13,3521.47,4829.44,0,0,0,0,0,48
936.14,3276.5,4493.48,0,0,0,0,0,49
901.15,3154.01,4325.5,0,0,0,0,0,50
882.4,3088.39,4235.51,0,0,0,0,0,51
852.4,2983.41,4091.53,0,0,0,0,0,52
864.9,3027.15,4151.52,0,0,0,0,0,53
916.14,3206.51,4397.49,0,0,0,0,0,54
937.39,3280.87,4499.48,0,0,0,0,0,55
984.89,3447.1,4727.46,0,0,0,0,0,56
1033.63,3617.71,4961.43,0,0,0,0,0,57
1063.63,3722.7,5105.41,0,0,0,0,0,58
1084.88,3797.06,5207.4,0,0,0,0,0,59
1101.12,3853.93,5285.39,0,0,0,0,0,60
1081.13,3783.94,5189.4,0,0,0,0,0,61
1092.37,3823.31,5243.4,0,0,0,0,0,62
1093.62,3827.68,5249.4,0,0,0,0,0,63
1094.87,3832.06,5255.39,0,0,0,0,0,64
1096.12,3836.43,5261.39,0,0,0,0,0,65
1186.11,4151.4,5693.34,0,0,0,0,0,66
1151.12,4028.91,5525.36,0,0,0,0,0,67
1127.37,3945.8,5411.38,0,0,0,0,0,68
1104.87,3867.05,5303.39,0,0,0,0,0,69
1068.63,3740.19,5129.41,0,0,0,0,0,70
1039.88,3639.58,4991.43,0,0,0,0,0,71
968.64,3390.23,4649.46,0,0,0,0,0,72
899.9,3149.64,4319.5,0,0,0,0,0,73
871.15,3049.02,4181.52,0,0,0,0,0,74
844.9,2957.16,4055.53,0,0,0,0,0,75
827.4,2895.92,3971.54,0,0,0,0,0,76
836.15,2926.54,4013.54,0,0,0,0,0,77
884.9,3097.14,4247.51,0,0,0,0,0,78
888.65,3110.27,4265.51,0,0,0,0,0,79
953.64,3337.74,4577.47,0,0,0,0,0,80
1029.88,3604.58,4943.43,0,0,0,0,0,81
1061.13,3713.95,5093.41,0,0,0,0,0,82
1079.88,3779.56,5183.4,0,0,0,0,0,83
1096.12,3836.43,5261.39,0,0,0,0,0,84
1082.38,3788.31,5195.4,0,0,0,0,0,85
1069.88,3744.57,5135.41,0,0,0,0,0,86
1081.13,3783.94,5189.4,0,0,0,0,0,87
1068.63,3740.19,5129.41,0,0,0,0,0,88
1073.63,3757.69,5153.41,0,0,0,0,0,89
1156.12,4046.41,5549.36,0,0,0,0,0,90
1158.62,4055.16,5561.36,0,0,0,0,0,91
1127.37,3945.8,5411.38,0,0,0,0,0,92
1081.13,3783.94,5189.4,0,0,0,0,0,93
1054.88,3692.07,5063.42,0,0,0,0,0,94
1006.13,3521.47,4829.44,0,0,0,0,0,95
939.89,3289.62,4511.48,0,0,0,0,0,96
884.9,3097.14,4247.51,0,0,0,0,0,97
852.4,2983.41,4091.53,0,0,0,0,0,98
834.9,2922.16,4007.54,0,0,0,0,0,99
808.66,2830.3,3881.55,0,0,0,0,0,100
822.41,2878.42,3947.55,0,0,0,0,0,101
867.4,3035.9,4163.52,0,0,0,0,0,102
881.15,3084.02,4229.51,0,0,0,0,0,103
946.14,3311.49,4541.48,0,0,0,0,0,104
984.89,3447.1,4727.46,0,0,0,0,0,105
1014.88,3552.09,4871.44,0,0,0,0,0,106
1051.13,3678.95,5045.42,0,0,0,0,0,107
1072.38,3753.32,5147.41,0,0,0,0,0,108
1044.88,3657.08,5015.42,0,0,0,0,0,109
1053.63,3687.7,5057.42,0,0,0,0,0,110
1056.13,3696.45,5069.42,0,0,0,0,0,111
1054.88,3692.07,5063.42,0,0,0,0,0,112
1043.63,3652.7,5009.42,0,0,0,0,0,113
1147.37,4015.79,5507.37,0,0,0,0,0,114
1129.87,3954.54,5423.38,0,0,0,0,0,115
1109.87,3884.55,5327.39,0,0,0,0,0,116
1072.38,3753.32,5147.41,0,0,0,0,0,117
1032.38,3613.33,4955.43,0,0,0,0,0,118
1007.38,3525.84,4835.44,0,0,0,0,0,119
921.14,3224,4421.49,0,0,0,0,0,120
852.4,2983.41,4091.53,0,0,0,0,0,121
841.15,2944.04,4037.54,0,0,0,0,0,122
811.16,2839.05,3893.55,0,0,0,0,0,123
808.66,2830.3,3881.55,0,0,0,0,0,124
783.66,2742.81,3761.57,0,0,0,0,0,125
853.65,2987.78,4097.53,0,0,0,0,0,126
881.15,3084.02,4229.51,0,0,0,0,0,127
944.89,3307.12,4535.48,0,0,0,0,0,128
1003.63,3512.72,4817.45,0,0,0,0,0,129
1021.13,3573.96,4901.44,0,0,0,0,0,130
1062.38,3718.32,5099.41,0,0,0,0,0,131
1073.63,3757.69,5153.41,0,0,0,0,0,132
1067.38,3735.82,5123.41,0,0,0,0,0,133
1046.13,3661.45,5021.42,0,0,0,0,0,134
1056.13,3696.45,5069.42,0,0,0,0,0,135
1043.63,3652.7,5009.42,0,0,0,0,0,136
1056.13,3696.45,5069.42,0,0,0,0,0,137
1164.87,4077.03,5591.36,0,0,0,0,0,138
1143.62,4002.66,5489.37,0,0,0,0,0,139
1133.62,3967.67,5441.37,0,0,0,0,0,140
1101.12,3853.93,5285.39,0,0,0,0,0,141
1057.38,3700.82,5075.42,0,0,0,0,0,142
1022.38,3578.34,4907.43,0,0,0,0,0,143
921.14,3224,4421.49,0,0,0,0,0,144
858.65,3005.28,4121.53,0,0,0,0,0,145
816.16,2856.55,3917.55,0,0,0,0,0,146
831.15,2909.04,3989.54,0,0,0,0,0,147
823.66,2882.79,3953.54,0,0,0,0,0,148
813.66,2847.8,3905.55,0,0,0,0,0,149
853.65,2987.78,4097.53,0,0,0,0,0,150
896.15,3136.51,4301.5,0,0,0,0,0,151
959.89,3359.61,4607.47,0,0,0,0,0,152
1006.13,3521.47,4829.44,0,0,0,0,0,153
1049.88,3674.58,5039.42,0,0,0,0,0,154
1081.13,3783.94,5189.4,0,0,0,0,0,155
1078.63,3775.19,5177.4,0,0,0,0,0,156
1067.38,3735.82,5123.41,0,0,0,0,0,157
1048.63,3670.2,5033.42,0,0,0,0,0,158
1047.38,3665.83,5027.42,0,0,0,0,0,159
1052.38,3683.33,5051.42,0,0,0,0,0,160
1038.63,3635.21,4985.43,0,0,0,0,0,161
1142.37,3998.29,5483.37,0,0,0,0,0,162
1132.37,3963.29,5435.37,0,0,0,0,0,163
1102.37,3858.31,5291.39,0,0,0,0,0,164
1058.63,3705.2,5081.41,0,0,0,0,0,165
1011.13,3538.97,4853.44,0,0,0,0,0,166
961.14,3363.99,4613.47,0,0,0,0,0,167
909.9,3184.63,4367.5,0,0,0,0,0,168
871.15,3049.02,4181.52,0,0,0,0,0,169
829.9,2904.67,3983.54,0,0,0,0,0,170
806.16,2821.55,3869.55,0,0,0,0,0,171
783.66,2742.81,3761.57,0,0,0,0,0,172
781.16,2734.06,3749.57,0,0,0,0,0,173
783.66,2742.81,3761.57,0,0,0,0,0,174
768.66,2690.32,3689.58,0,0,0,0,0,175
803.66,2812.8,3857.56,0,0,0,0,0,176
846.15,2961.53,4061.53,0,0,0,0,0,177
908.65,3180.26,4361.5,0,0,0,0,0,178
943.64,3302.74,4529.48,0,0,0,0,0,179
976.14,3416.48,4685.46,0,0,0,0,0,180
947.39,3315.87,4547.48,0,0,0,0,0,181
909.9,3184.63,4367.5,0,0,0,0,0,182
903.65,3162.76,4337.5,0,0,0,0,0,183
